source_row,tweet,tweet_label,subjects,subjects_scored,keyword,label_norm,keyword_cat,Stance ,Reasoning ,Unnamed: 10
543049,"#SoniaChinaDeal | Today I feel that the Congress betrayed us, but why were we quiet for so long? We came to know of this agreement today?: Mohammed Touseef Rehman, Political Analyst
https://t.co/jghcajZuXf https://t.co/DmcjQNZG4l",Pro Ruling,"['china', 'congress', 'betrayed']","[{'text': 'china', 'score': 0.4949}, {'text': 'congress', 'score': 0.4769}, {'text': 'betrayed', 'score': 0.3241}]",congress,Pro Ruling,congress,Against ,says congress betrayed india ,
507554,Congress leader and #Wayanad MP addresses media on ‘Wilful Defaulters’ issue https://t.co/n7KfYVWMgy,Pro OPP,"['media', 'congress', 'wayanad']","[{'text': 'media', 'score': 0.5347}, {'text': 'congress', 'score': 0.3357}, {'text': 'wayanad', 'score': 0.1792}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2643285,Watch | Congress leader Rahul Gandhi's early morning run during #BharatJodoYatra in Telangana https://t.co/88jxw1WOhc,Pro OPP,"['run', 'congress', 'yatra']","[{'text': 'run', 'score': 0.512}, {'text': 'congress', 'score': 0.3442}, {'text': 'yatra', 'score': 0.2726}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2278188,"Sri Mohammed from Tavanoor is 85 years old is continuing his journey as a part of #BharatJodoYatra even if he s left far behind,that’s the hope normal workers have on Indian National Congress!
Leaders who does tug of war for position &amp; power has to learn lot from people like him. https://t.co/NXGsVxLsqS",Pro OPP,"['mohammed', 'congress', 'old']","[{'text': 'mohammed', 'score': 0.5153}, {'text': 'congress', 'score': 0.2682}, {'text': 'old', 'score': 0.2591}]",congress,Pro Opp,congress,For ,shows how even 85 year olds are joining bharat jodo yatra and have so much hope in INC. ,
93708,False Excuses To Hide Congress's Failures: AAP Hits Backs At Rahul Gandhi https://t.co/hHvZzvJe2G https://t.co/a8EOR8bi7s,Pro OPP,"['congress', 'failures', 'backs']","[{'text': 'congress', 'score': 0.4828}, {'text': 'failures', 'score': 0.3516}, {'text': 'backs', 'score': 0.2463}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
730084,Modi blocked probe into Rafale deal to protect himself: Congress https://t.co/8FrnStjW1s,Pro OPP,"['blocked', 'congress', 'probe']","[{'text': 'blocked', 'score': 0.3811}, {'text': 'congress', 'score': 0.3199}, {'text': 'probe', 'score': 0.2493}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
1606736,"I feel very bad for 1000’s of volunteers who supported congress on SM &amp; field ! 

They did a great job &amp; did whatever possible but unfortunately we couldn’t cross the line! 

Thank you for your contribution 🙏🏼

#keralaelections2021",Pro OPP,"['volunteers', 'congress', 'bad']","[{'text': 'volunteers', 'score': 0.4892}, {'text': 'congress', 'score': 0.4301}, {'text': 'bad', 'score': 0.2042}]",congress,Pro Opp,congress,For ,thanking volunteers for joining congress efforts even if the objective was not fulfilled. ,
2531863,"AAP will get enough Muslim votes in Delhi again. Just wait and watch. Then the same people will blame Congress for giving way to AAP. They will say Congress didn't do ""enough"" to stop AAP. So Congress is responsible for AAP targeting them.",Pro OPP,"['delhi', 'congress', 'stop']","[{'text': 'delhi', 'score': 0.3296}, {'text': 'congress', 'score': 0.3013}, {'text': 'stop', 'score': 0.1666}]",congress,Pro Opp,congress,For ,shows that people falsely blame congress for giving way to AAP. ,
2873447,"Please watch these 13 minutes. Summarising precisely what's going on since September 2022.

Please retweet for other Congress supporters after watching it.

- via @dblive15 
YT: https://t.co/oMAjzaf5lQ https://t.co/AopkfDUWRf",Pro OPP,"['congress', '2022', 'retweet']","[{'text': 'congress', 'score': 0.5737}, {'text': '2022', 'score': 0.4207}, {'text': 'retweet', 'score': 0.283}]",congress,Pro Opp,congress,For ,calling for congress supporters to retweet and know the truth. ,
1165212,"Gautam, I don't care about AAP or BJP or at this point even Congress. DM me your number , I have 50 requests pending,  either you please help us or stay away . Please sir don't insult us 🙏🙏
#COVID19India https://t.co/VISb0CkhhR",Pro OPP,"['india', 'requests', 'congress']","[{'text': 'india', 'score': 0.5073}, {'text': 'requests', 'score': 0.3672}, {'text': 'congress', 'score': 0.3418}]",congress,Pro Opp,congress,neutral ,"not taking stance on any party, says cares about neither. ",
453459,"Think and vote today for Congress in every state by-election and in Bihar. 

Think who gave us our highest growth, fastest reduction of poverty and sane governance without drama.

#VoteCongressVoteProgress https://t.co/mMmtuxGBSf",Pro OPP,"['congress', 'poverty', 'fastest']","[{'text': 'congress', 'score': 0.564}, {'text': 'poverty', 'score': 0.2095}, {'text': 'fastest', 'score': 0.1517}]",congress,Pro Opp,congress,For ,encourages people to vote for congress as they gave us india's highest growth and reduction of poverty. also calls it the only sane governance void of any drama. ,
2057881,This Congress MP invoked Ravana and Kansa in Parliament while talking about inflation. Find out why... https://t.co/yKUnhF3tPB,Pro OPP,"['congress', 'inflation', 'find']","[{'text': 'congress', 'score': 0.5184}, {'text': 'inflation', 'score': 0.4302}, {'text': 'find', 'score': 0.0826}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
1987551,"Rajiv Gandhi created 16 PSUs, no privatisation, Vajpayee created 17 PSUs, Manmohan Singh created 23 PSUS, only 3 privatisation, PM Modi did not create a single PSU and he privatised 23 PSUs: Congress's Ripun Bora in Rajya Sabha speaking on Motion of Thanks to President's address",Pro OPP,"['congress', 'privatised', 'bora']","[{'text': 'congress', 'score': 0.3799}, {'text': 'privatised', 'score': 0.3129}, {'text': 'bora', 'score': 0.1262}]",congress,Pro Opp,congress,For ,shows how congress leaders are better than modi. ,
1374650,"Pic 1 : Punjab CM Channi took 201 Helicopter rides in 72 days, for short trips of 10 mins to villages.

Pic 2 : Congress Manifesto talked about 'forbidding Helicopter use by CM'

Nakli AAM Aadmi Channi Exposed !!! https://t.co/YbKQdgBg4J",Pro OPP,"['helicopter', 'channi', 'congress']","[{'text': 'helicopter', 'score': 0.5249}, {'text': 'channi', 'score': 0.3684}, {'text': 'congress', 'score': 0.1395}]",congress,Pro Opp,congress,Against ,shows how congress leader went against congress manifesto. ,
839717,"Gotta give @narendramodi an A+ for the sheer gall he has to come begging for votes with a track record that reeks of failure, corruption &amp; the destruction of not just our institutions, but the lives of citizens. Let this sink in India #NoVoteForBJP there’s only #CongressForIndia https://t.co/OIaYu1G1sc",Pro OPP,"['narendramodi', 'congress', 'sink']","[{'text': 'narendramodi', 'score': 0.5931}, {'text': 'congress', 'score': 0.4572}, {'text': 'sink', 'score': 0.0442}]",congress,Pro Opp,congress,For ,"encourages people to vote for congress. says modi's government reeks of ""failure, corruption and destruction"" of institutions and lives. ",
74436,"#NDTVExclusive | ""No comments on those who wrote the letter, statements by Sonia Gandhi put the lid on the issue"": P Chidambaram (@PChidambaram_IN), senior Congress leader https://t.co/ZkGYHaxmGr",Pro OPP,"['chidambaram', 'congress', 'senior']","[{'text': 'chidambaram', 'score': 0.5007}, {'text': 'congress', 'score': 0.4942}, {'text': 'senior', 'score': 0.2083}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2283950,#JusticeForAnkita #JusticeForBilkisBano placards in hand Mahila Congress members along Mr @RahulGandhi walk in #BharatJodoYatra https://t.co/02CfsexRNs,Pro OPP,"['justice', 'congress', 'rahulgandhi']","[{'text': 'justice', 'score': 0.5125}, {'text': 'congress', 'score': 0.4469}, {'text': 'rahulgandhi', 'score': 0.4205}]",congress,Pro Opp,congress,For ,shows how female congress leaders and Rahul gandhi demand justice for women who were wronged. ,
2259690,"Mr @RahulGandhi , Congress workers, bystanders, music - dance &amp; #BharatJodoYatra https://t.co/Z7bm4h41Ex",Pro OPP,"['rahulgandhi', 'congress', 'workers']","[{'text': 'rahulgandhi', 'score': 0.6191}, {'text': 'congress', 'score': 0.4304}, {'text': 'workers', 'score': 0.284}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
1607573,"To save the country &amp; fight for Idea of India, join congress social media! #JoinCongressSocialMedia https://t.co/S1igTksUIk",Pro OPP,"['social', 'india', 'congress']","[{'text': 'social', 'score': 0.4575}, {'text': 'india', 'score': 0.435}, {'text': 'congress', 'score': 0.4198}]",congress,Pro Opp,congress,For ,"promotes and encourages people to ""fight for india"" by joining congress social media. ",
63378,People from West Bengal who wants to work with West Bengal Pradesh Youth Congress social media please send message to me with name and number .,Pro OPP,"['pradesh', 'congress', 'send']","[{'text': 'pradesh', 'score': 0.4663}, {'text': 'congress', 'score': 0.2886}, {'text': 'send', 'score': 0.2591}]",congress,Pro Opp,congress,For ,encouraging people who want to join youth congress to send POC with name and number. ,
558076,"I supported Congress in 2016 mainly because of the Gandhis. Sonia Gandhi has been amazing in her leadership. It is @RahulGandhi who has been fighting consistently against BJP n RSS, carrying the torch forward, protecting and fighting for the idea of India.
#MyLeaderRahulGandhi",Pro OPP,"['rahulgandhi', 'congress', 'leadership']","[{'text': 'rahulgandhi', 'score': 0.4802}, {'text': 'congress', 'score': 0.4523}, {'text': 'leadership', 'score': 0.2964}]",congress,Pro Opp,congress,For ,talks about the achievements and good deeds by congress leaders. ,
838853,"PC Chacko is the man who destroyed Congress in Delhi and now he quit congress . Sheila Dixit will be very happy where ever she is today .

#PCChacko",Pro OPP,"['chacko', 'congress', 'quit']","[{'text': 'chacko', 'score': 0.4378}, {'text': 'congress', 'score': 0.3647}, {'text': 'quit', 'score': 0.1998}]",congress,Pro Opp,congress,,not taking a stance on congress as much as taking a stand on one particular leader who destroyed congress. ,unsure 
737782,"EXCLUSIVE: As per the sources in a recent survey conducted by internal team of BSP, Congress is projected to get seats between 87-96.",Pro OPP,"['congress', 'seats', 'projected']","[{'text': 'congress', 'score': 0.5997}, {'text': 'seats', 'score': 0.4481}, {'text': 'projected', 'score': 0.158}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
1064052,"AIMC President @sushmitadevinc and Delhi mahila congress President @AmritaDhawan1 demanding relief in increased State VAT taxes.
#PetrolDieselPrice #PetrolPriceHike 
#PetrolPrice @MahilaCongress https://t.co/UAmS2XQQbu",Pro OPP,"['petrol', 'congress', 'mahilacongress']","[{'text': 'petrol', 'score': 0.4867}, {'text': 'congress', 'score': 0.3561}, {'text': 'mahilacongress', 'score': 0.3192}]",congress,Pro Opp,congress,For ,shows how female congress leaders demanding relief. ,
2641453,"Sources : 

Mr #HarakSinghRawat joins Congress 

Few moments ago Mr Rawat along with his daughter-in-law was spotted at Congress’ war room in #Delhi https://t.co/0x4z5XjFIY",Pro OPP,"['congress', 'hara', 'joins']","[{'text': 'congress', 'score': 0.4817}, {'text': 'hara', 'score': 0.3415}, {'text': 'joins', 'score': 0.2632}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2333030,"Mr @ashokgehlot51 : 

I have requested him ( Mr @RahulGandhi ) multiple times to accept everyone's proposal of becoming the Congress President

He made it clear that no one from the Gandhi family should become the next chief",Pro OPP,"['chief', 'congress', 'family']","[{'text': 'chief', 'score': 0.4569}, {'text': 'congress', 'score': 0.3663}, {'text': 'family', 'score': 0.1899}]",congress,Pro Opp,congress,For ,shows that congress is willing to take everyone's equal participation and opportunity to run for party president and not keep it just within the family. ,
2784145,"The Congress returned to power under the leadership of Late Smt. Indira Gandhi ji after winning Karnataka in the late 1970s. Karnataka was the starting point of the winning momentum.

I guess we'll see that winning momentum again after the Congress' massive win in the upcoming… https://t.co/4vKqh4Zel7 https://t.co/9spFu8hDsv",Pro OPP,"['congress', 'returned', 'leadership']","[{'text': 'congress', 'score': 0.5184}, {'text': 'returned', 'score': 0.3141}, {'text': 'leadership', 'score': 0.2527}]",congress,Pro Opp,congress,For ,hope for congress to have a massive win in elections during present times like it did under Indira Gandhi,
2812067,"AICC media department head @Pawankhera deplaned 

Congress leaders protesting near the flight at Delhi airport 

( Video released by Congress party ) https://t.co/3DFRicScrh",Pro OPP,"['congress', 'airport', 'pawankhera']","[{'text': 'congress', 'score': 0.4465}, {'text': 'airport', 'score': 0.304}, {'text': 'pawankhera', 'score': 0.2881}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
1635037,"Press Statement - Punjab Congress Bhawan with AICC General Secretary I/C Punjab Sh. @harishrawatcmuk Ji, Sh. @ajaymaken Ji and Sh. @Barmer_Harish Ji https://t.co/jqXAssUZz1",Pro OPP,"['bhawan', 'congress', 'secretary']","[{'text': 'bhawan', 'score': 0.5028}, {'text': 'congress', 'score': 0.4049}, {'text': 'secretary', 'score': 0.3936}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
130283,"This man will always attack BJP less and RJD, Congress more. SOLD OUT to Amit Shah. https://t.co/IHbWM7sLWC",Pro OPP,"['shah', 'congress', 'less']","[{'text': 'shah', 'score': 0.5441}, {'text': 'congress', 'score': 0.2824}, {'text': 'less', 'score': 0.2002}]",congress,Pro Opp,congress,For ,shows how congress is always attacked more than bjp and sidelined. ,
423499,"Mr @kcvenugopalmp :

Congress support #BharatBandh on Dec8

Congress stands in solidarity with our Annadatas in their uncompromising historic struggle

Relentless campaigns that Congress has undertaking -Tractor rallies led by Mr @RahulGandhi; Kisan Sammelans, signature campaigns https://t.co/TLSMPfKTtB",Pro OPP,"['congress', 'rallies', 'kcvenugopalmp']","[{'text': 'congress', 'score': 0.5336}, {'text': 'rallies', 'score': 0.3859}, {'text': 'kcvenugopalmp', 'score': 0.3149}]",congress,Pro Opp,congress,For ,shows how congress always supports and stands up for farmers. ,
1538550,"Congress is running a very solid campaign in Assam. From alliances to messaging, it has been very effective so far. BJP didn't see it coming. Let's see what happens next.",Pro OPP,"['assam', 'congress', 'coming']","[{'text': 'assam', 'score': 0.4814}, {'text': 'congress', 'score': 0.4544}, {'text': 'coming', 'score': 0.3106}]",congress,Pro Opp,congress,For ,suggests that congress might win in Assam and BJP would never see it coming. ,
1228047,"The Guardian is reporting that Mr @RahulGandhi was also a potential surveillance target 

Congress to raise the issue in Parliament 

#Pegasus https://t.co/OwDyMbLFcG",Pro OPP,"['surveillance', 'congress', 'raise']","[{'text': 'surveillance', 'score': 0.4804}, {'text': 'congress', 'score': 0.4233}, {'text': 'raise', 'score': 0.1022}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
1000233,Haryana Congress Chief @kumari_selja Exclusive On Crucial Party Meeting |... https://t.co/5uMWwLhquS via @YouTube https://t.co/j89n5a3F33,Pro OPP,"['haryana', 'congress', 'youtube']","[{'text': 'haryana', 'score': 0.5187}, {'text': 'congress', 'score': 0.4898}, {'text': 'youtube', 'score': 0.2888}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
1204572,"Watch | ""After the court order, #AnilDeshmukh has done the right thing by submitting his resignation "": Charan Singh Sapra, Spokesperson, Congress https://t.co/vpqbEqKjSs",Pro OPP,"['resignation', 'anil', 'congress']","[{'text': 'resignation', 'score': 0.4894}, {'text': 'anil', 'score': 0.3776}, {'text': 'congress', 'score': 0.3572}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2640946,Breaking: Ex Mayor Hyderabad and Ex MLA Maheshwaram Teegala Krishna Reddy is all set to join Congress party in Telangana. https://t.co/zoC8fcf3K4,Pro OPP,"['krishna', 'join', 'congress']","[{'text': 'krishna', 'score': 0.4412}, {'text': 'join', 'score': 0.3396}, {'text': 'congress', 'score': 0.3273}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2771566,"Karnataka Congress chief Mr @DKShivakumar told me in January 6th, 2023 - the number of seats that he was confident of winning in Karnataka… 

Mr Shivkumar replied  - 136 …  👇🏽 

And today Congress is leading on 136 seats in #Karnataka … https://t.co/ZKfeZNtAvO",Pro OPP,"['congress', 'dkshivakumar', 'seats']","[{'text': 'congress', 'score': 0.5305}, {'text': 'dkshivakumar', 'score': 0.4944}, {'text': 'seats', 'score': 0.4209}]",congress,Pro Opp,congress,For ,shows how congress did in fact achieve the number of seats it was aiming for in Karnataka. ,
1853539,"How many opposition leaders ( except Congress)
raised Modi's dalali kaand in Sri Lanka? 🙄🤔",Pro OPP,"['sri', 'leaders', 'congress']","[{'text': 'sri', 'score': 0.4567}, {'text': 'leaders', 'score': 0.4059}, {'text': 'congress', 'score': 0.2564}]",congress,Pro Opp,congress,For ,shows how congress is the only one exposing Modi and BJP in real time. ,
1299739,"@sridhar1085 is one of the most dedicated Congressis I know. He has worked day and night in the past few years, fighting dedicatedly for the party. Questioning his loyalty and hard work for the party is outright wrong.",Pro OPP,"['congressis', 'sridhar1085', 'loyalty']","[{'text': 'congressis', 'score': 0.4631}, {'text': 'sridhar1085', 'score': 0.3517}, {'text': 'loyalty', 'score': 0.2776}]",congress,Pro Opp,congress,For ,shows strong support for one congress member.,
2880137,"Mr @Pawankhera in simple words said to Gulam Nabi don’t give Gyan to congress, try to reduce attrition in his own party ! 
Best part I liked was Rahul’s face 😂

https://t.co/rxMIH3INuC",Pro OPP,"['gulam', 'congress', 'face']","[{'text': 'gulam', 'score': 0.4485}, {'text': 'congress', 'score': 0.3658}, {'text': 'face', 'score': 0.2233}]",congress,Pro Opp,congress,For ,"""simple words"" show how little and well was said to a critic by congress. ",
487449,"Congress leader Mr @RahulGandhi provides two jeeps to Family Health Care center in his constituency #Wayanad 

Sources : 

With an aim to transform tribal lives &amp; to ensure that health care services reaches all, Rahulji has provided these jeep

Video released by @RGWayanadOffice https://t.co/5I6TIelRnv",Pro OPP,"['jeeps', 'rahulgandhi', 'congress']","[{'text': 'jeeps', 'score': 0.5327}, {'text': 'rahulgandhi', 'score': 0.3746}, {'text': 'congress', 'score': 0.1757}]",congress,Pro Opp,congress,For ,shows how congress and Rahul Gandhi always work for the betterment of people. ,
19704,I have experienced arrogance of Congress in power. But now for the first time I am facing arrogance of Congress without power! #CongressPresident,Pro OPP,"['congress', 'arrogance', 'power']","[{'text': 'congress', 'score': 0.576}, {'text': 'arrogance', 'score': 0.4641}, {'text': 'power', 'score': 0.2286}]",congress,Pro Opp,congress,Against ,calls congress arrogant whilst having no power. ,
2934269,"Opposition parties lead by Indian National congress will boycott the inauguration of new parliament by PM Modi for disrespecting &amp; undermining the importance of honorable President of India ! 

This is not acceptable in a democracy where autocracy is followed by an elected Govt,… https://t.co/GrObZCpvj6 https://t.co/jpkIDmi2wK",Pro OPP,"['opposition', 'congress', 'india']","[{'text': 'opposition', 'score': 0.4188}, {'text': 'congress', 'score': 0.3989}, {'text': 'india', 'score': 0.2985}]",congress,Pro Opp,congress,For ,shows how congress is right to boycott modi who is leading an autocratic government in a democratic state. ,
319234,".@OnReality_Check | ""The crisis we have has dented confidence of people. How do you build confidence in people? You give them money”: Praveen Chakravarty, Chairperson - Technology and Data Cell, Congress 

#CoronavirusPandemic https://t.co/w9qLU2XdA1",Pro OPP,"['confidence', 'congress', 'coronavirus']","[{'text': 'confidence', 'score': 0.4756}, {'text': 'congress', 'score': 0.3105}, {'text': 'coronavirus', 'score': 0.2974}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
710760,"Youth Congress’ candle march in Delhi

Congress has asked its state and district units to hold candle marches in remembrance of those farmers who died during #FarmersProtest 

#FarmLaws https://t.co/EGg9cpbKgd",Pro OPP,"['candle', 'congress', 'farmers']","[{'text': 'candle', 'score': 0.5162}, {'text': 'congress', 'score': 0.3076}, {'text': 'farmers', 'score': 0.2503}]",congress,Pro Opp,congress,For ,shows congress paying respect to departed farmers. ,
2202549,"Gujarat Congress leaders have gathered in large numbers at Ahmedabad's GMDC ground to protest against what Congress party calls as BJP Government's witch-hunt against opposition leaders. 
#lutyensbreaking https://t.co/Q0Z8UWd4ut",Pro OPP,"['congress', 'ahmedabad', 'witch']","[{'text': 'congress', 'score': 0.478}, {'text': 'ahmedabad', 'score': 0.2164}, {'text': 'witch', 'score': 0.1473}]",congress,Pro Opp,congress,For ,shows how congress is standing up to bjp's attacks on opposition parties. ,
2278377,The Price that Congress workers has to pay to keep the party flag high in West Bengal 😥 https://t.co/MmJgw2FTki,Pro OPP,"['congress', 'workers', 'price']","[{'text': 'congress', 'score': 0.5408}, {'text': 'workers', 'score': 0.3144}, {'text': 'price', 'score': 0.31}]",congress,Pro Opp,congress,For ,implying pity for congress workers in order to keep party afloat,
2558254,"This is a warning for the people who want to divide our nation in the name of religion, language, caste, creed &amp; dress ! 
Beware Indian National Congress will challenge any such attempt &amp; behind them millions of Indians will March ❤️🇮🇳✌🏼
#BharatJodoYatra https://t.co/x1ogOrRWhz",Pro OPP,"['indian', 'congress', 'warning']","[{'text': 'indian', 'score': 0.5539}, {'text': 'congress', 'score': 0.4495}, {'text': 'warning', 'score': 0.3428}]",congress,Pro Opp,congress,For ,"says that congress will never let india be divided on the basis of caste, religion, language etc. and that millions of indians will always stand in their support. ",
573247,Congress : Mr @RahulGandhi has left for abroad for a short personal visit,Pro OPP,"['rahulgandhi', 'abroad', 'congress']","[{'text': 'rahulgandhi', 'score': 0.4452}, {'text': 'abroad', 'score': 0.3645}, {'text': 'congress', 'score': 0.3224}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
304323,"Midnight drama at a five star hotel in Manesar... Congress leaders allege that BJP has held their MLAs hostage in a Manesar hotel... 8 MLAs out of which 4 are congress MLAs... Mr @digvijaya_28 , Mr @jitupatwari and Mr @JVSinghINC present at the hotel... #MadhyaPradesh",Pro OPP,"['congress', 'hostage', 'digvijaya_28']","[{'text': 'congress', 'score': 0.4423}, {'text': 'hostage', 'score': 0.4367}, {'text': 'digvijaya_28', 'score': 0.1863}]",congress,Pro Opp,congress,For ,accusing bjp of holding congress MLAs hostage.,
616248,"Congress’ youth wing @IYC protest against #FarmLaws in #Delhi 

#FarmersProtest https://t.co/yEjuJniWJr",Pro OPP,"['protest', 'farm', 'congress']","[{'text': 'protest', 'score': 0.4706}, {'text': 'farm', 'score': 0.4454}, {'text': 'congress', 'score': 0.27}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2356652,"Aruna Roy, Yogendra Yadav among civil society activists to be part of Rahul yatra |

 There is a consensus that we welcome this Bharat Jodo Yatra because this is the need of the hour  ❤️✌🏼
Congress only can save India 🇮🇳❤️
#BharatJodoYatra  https://t.co/fWLGQPw73L",Pro OPP,"['yadav', 'congress', 'hour']","[{'text': 'yadav', 'score': 0.6152}, {'text': 'congress', 'score': 0.338}, {'text': 'hour', 'score': 0.2972}]",congress,Pro Opp,congress,For ,says that only congress can save india and that their bharat jodo yatra is the need of the hour.,
953292,"Congress’ youth wing @IYC launches ambulance as well as Hearse Van services along with #Covid Isolation kit and #Covid Relief Kit for country’s rural areas ... 

Mr @srinivasiyc : 

These kits will be distributed in slums ; clusters &amp; villages where #Corona is wrecking havoc https://t.co/M6aX6vNJbd",Pro OPP,"['ambulance', 'kits', 'congress']","[{'text': 'ambulance', 'score': 0.4517}, {'text': 'kits', 'score': 0.346}, {'text': 'congress', 'score': 0.2688}]",congress,Pro Opp,congress,For ,shows how congress working to help those in rural india who were worst hit during pandemic. ,
802848,"#Congress leader #RahulGandhi on Tuesday questioned the move of the #government to monetise its assets across key sectors, saying all assets created in the last 70 years are being sold. #PMModi #NMP #monetisation https://t.co/E5kc6a2bKB",Pro OPP,"['assets', 'key', 'congress']","[{'text': 'assets', 'score': 0.4448}, {'text': 'key', 'score': 0.1353}, {'text': 'congress', 'score': 0.0969}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2642102,"JUST IN

Former Haryana Congress Leader and Haryana Democratic Front Leader Nirmal Singh and his daughter @ChitraSarwara  joins AAP in the presence of Delhi CM @ArvindKejriwal https://t.co/4Vl8HFhBDd",Pro OPP,"['haryana', 'joins', 'congress']","[{'text': 'haryana', 'score': 0.5442}, {'text': 'joins', 'score': 0.4383}, {'text': 'congress', 'score': 0.2278}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
946297,"Sources : 

Congress President Mrs Sonia Gandhi and Ms @priyankagandhi both have been #Vaccinated whereas 

Mr @RahulGandhi - who was due to take vaccine - got #Covid infection , so  his vaccination got deferred as per protocol …",Pro OPP,"['vaccinated', 'rahulgandhi', 'congress']","[{'text': 'vaccinated', 'score': 0.6318}, {'text': 'rahulgandhi', 'score': 0.3763}, {'text': 'congress', 'score': 0.2295}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
2599147,"#NewsAlert | Congress leaders KC Venugopal, Adhir Ranjan Chowdhury and others at New Police Line, Kingsway Camp in New Delhi. https://t.co/f5o3awVwOR",Pro OPP,"['police', 'congress', 'kingsway']","[{'text': 'police', 'score': 0.4951}, {'text': 'congress', 'score': 0.4104}, {'text': 'kingsway', 'score': 0.3028}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
55949,Congress President Mrs Sonia Gandhi to meet party leaders tomorrow morning at 10 Janpath ... https://t.co/Rn9jzWvSH3,Pro OPP,"['meet', 'sonia', 'congress']","[{'text': 'meet', 'score': 0.3998}, {'text': 'sonia', 'score': 0.3802}, {'text': 'congress', 'score': 0.3415}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
225915,Silly to target @JM_Scindia over Bjp in his handle bio. He had removed congress but never added Bjp. Enough real issues of COVID relief then this silly FAKE NEWS,Pro OPP,"['congress', 'jm_scindia', 'removed']","[{'text': 'congress', 'score': 0.3643}, {'text': 'jm_scindia', 'score': 0.2191}, {'text': 'removed', 'score': 0.2143}]",congress,Pro Opp,congress,neutral ,"no stance being taken, asking people to not believe fake news ",
2637375,"50 crore ki Girlfriend..
Didi O Didi...
Congress ki Vidhwa...
Bilkis Bano Case- Rapists released from Jail in Gujarat...

Also PM on 15th Aug - 'Naari ko Apmaanit karne vali baat se mukti ka sankalp lena hai'",Pro OPP,"['rapists', 'naari', 'congress']","[{'text': 'rapists', 'score': 0.481}, {'text': 'naari', 'score': 0.3655}, {'text': 'congress', 'score': 0.1859}]",congress,Pro Opp,congress,,both congress and bjp being targetted. ,unsure 
399886,Congress to announce more organisational changes in coming days ...,Pro OPP,"['changes', 'congress', 'organisational']","[{'text': 'changes', 'score': 0.4228}, {'text': 'congress', 'score': 0.4221}, {'text': 'organisational', 'score': 0.2748}]",congress,Pro Opp,congress,neutral ,"no stance being taken, only news being delivered ",
