source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,stance,stance_reason
59791,"As the Ruling party inducts Shaheen Bagh protestors, maybe activists who took part are owed an apology from those who claimed the movement was ""anti national""? 
https://t.co/FFgjTBsZvb",Pro OPP,pro opposition,shaheen bagh,"['protestors', 'apology', 'bagh']","[{'text': 'protestors', 'score': 0.5642}, {'text': 'apology', 'score': 0.4895}, {'text': 'bagh', 'score': 0.1887}]",For ,claims that the activists of shaheen bagh are owed an apology for being called anti national. 
113953,"Following Coronavirus,some well-meaning people are asking the women of ShaheenBagh to end the protest.
Fine.
But have you tried putting some of this pressure on the govt to withdraw CAA?
Why expect all responsible behaviour &amp; prudence from oppressed people?
None from oppressors?",Pro OPP,pro opposition,shaheen bagh,"['protest', 'coronavirus', 'putting']","[{'text': 'protest', 'score': 0.4394}, {'text': 'coronavirus', 'score': 0.3932}, {'text': 'putting', 'score': -0.022}]",For ,"calls protesters ""oppressed"" and the State ""oppresor"". "
288347,"""The Shaheen Bagh protest has rattled the Sangh parivar not merely by its persistence but by the number of women at its heart."" | Shah Alam Khan writes.

https://t.co/MiFiWnrsZ2",Pro OPP,pro opposition,shaheen bagh,"['protest', 'bagh', 'women']","[{'text': 'protest', 'score': 0.501}, {'text': 'bagh', 'score': 0.4131}, {'text': 'women', 'score': 0.3465}]",For ,shows how Shaheen bagh had women at its core. 
199358,"BJP: Shaheen Bagh Protestors are supported by AAP

Also BJP: Shaheen Bagh Shooter is supported by AAP
 
Mota bhai, Desperation mein itni jaldi arguments mat badlo ki khud hi ko counter karne lag jayo 😂",Pro OPP,pro opposition,shaheen bagh,"['khud', 'protestors', 'shooter']","[{'text': 'khud', 'score': 0.4482}, {'text': 'protestors', 'score': 0.4222}, {'text': 'shooter', 'score': 0.1367}]",For ,shows how bjp puts forth random arguments to oppose the protest. 
1196140,"1. Farmers' protest:

NHAI suffered a toll revenue loss of ₹814.4 crore till March 16 on account of farmers' protest in 3 states ( Punjab, Haryana, Rajasthan)

2. Shaheen Bagh protest:

News report- commercial showrooms &amp; retail outlets faced losses approximating to ₹150 crore",Pro Ruling,pro ruling,shaheen bagh,"['loss', 'farmers', 'protest']","[{'text': 'loss', 'score': 0.4908}, {'text': 'farmers', 'score': 0.3558}, {'text': 'protest', 'score': 0.3126}]",Against ,shows revenue loss due to protests. 
85228,"Kapil Gujjar who flred at Shaheen Bagh was plotted by Arvind Kejriwal to defame Hindus. Reciting Hanuman Chalisa was all drama. 

#AAPKeTerrorists https://t.co/BOe7FxGzzE",Pro Ruling,pro ruling,shaheen bagh,"['hindus', 'terrorists', 'bagh']","[{'text': 'hindus', 'score': 0.4937}, {'text': 'terrorists', 'score': 0.4011}, {'text': 'bagh', 'score': 0.2982}]",Neutral ,no stance taken on shaheen bagh. 
160938,"If @ArvindKejriwal fails to clear the Islamist mess of #ShaheenBagh before the elections, will you still vote for him? 

Just reply NO or YES.",Pro Ruling,pro ruling,shaheen bagh,"['islamist', 'elections', 'fails']","[{'text': 'islamist', 'score': 0.4765}, {'text': 'elections', 'score': 0.3896}, {'text': 'fails', 'score': 0.1072}]",Against ,"calls it an ""islamist mess"". "
269662,CAA-NRC protests: Shaheen Bagh and Biryani are anti-national https://t.co/8xPDcQaV09,Pro OPP,pro opposition,shaheen bagh,"['protests', 'national', 'bagh']","[{'text': 'protests', 'score': 0.592}, {'text': 'national', 'score': 0.4057}, {'text': 'bagh', 'score': 0.3804}]",For ,subtle mockery of how everything is being labelled as anti-national. 
455801,"#ShaheenBagh 's protestors send BJP IT Cell Head, @amitmalviya , a Rs 1 Cr defamation notice for casting aspersions on the protests through false allegations https://t.co/Dcuc3edjxm",Pro OPP,pro opposition,shaheen bagh,"['protestors', 'send', 'cell']","[{'text': 'protestors', 'score': 0.3936}, {'text': 'send', 'score': 0.3042}, {'text': 'cell', 'score': 0.2335}]",Neutral ,"no stance taken, only news delivered "
197793,"""Tukde-Tukde Gang"" Turning Farmers' Stir Into Shaheen Bagh: BJP's Manoj Tiwari https://t.co/UmI8POOHsT https://t.co/wklAy7hWbU",Pro OPP,pro opposition,shaheen bagh,"['farmers', 'bagh', 'turning']","[{'text': 'farmers', 'score': 0.5431}, {'text': 'bagh', 'score': 0.3316}, {'text': 'turning', 'score': 0.2939}]",Neutral ,"no stance taken, only news delivered "
226565,"On a sit-in for over a month against the #CitizenshipAmendmentAct, women protesters at #ShaheenBagh voted in batches on Saturday so that the agitation remains unaffected https://t.co/Ccj4PsnZ2y",Pro OPP,pro opposition,shaheen bagh,"['protesters', 'women', 'unaffected']","[{'text': 'protesters', 'score': 0.5594}, {'text': 'women', 'score': 0.325}, {'text': 'unaffected', 'score': 0.2994}]",Neutral ,"no stance taken, only news delivered "
395839,"‘Rambhakt’ Gopal shooting in Jamia: A well hatched conspiracy? Here are some questions that need answers

#Jamia #ShaheenBaghProtests
#RambhaktGopal #DelhiPolice

https://t.co/EiAKAn7sZv",Pro Ruling,pro ruling,shaheen bagh,"['rambhakt', 'police', 'shooting']","[{'text': 'rambhakt', 'score': 0.4898}, {'text': 'police', 'score': 0.3291}, {'text': 'shooting', 'score': 0.3289}]",Against ,claims there is a conspiracy going on. 
78503,"I salute every hero n warrior sitting at #ShaheenBagh 
You are the epitome of what an Indian should be like, the true guardians of the Constitution of India.
We need you. Strong and safe.
This #CoronavirusOutbreak is real.
I urge you to go back to the safe confines. We shall win.",Pro OPP,pro opposition,shaheen bagh,"['coronavirus', 'india', 'warrior']","[{'text': 'coronavirus', 'score': 0.496}, {'text': 'india', 'score': 0.4663}, {'text': 'warrior', 'score': 0.4537}]",For ,"calls protesters ""hero"" and ""warrior"" and offers salute. "
1046936,"Has it ever occurred to you that people sitting on Farmer's Protest or Shaheen Bagh ; कौन हैं यह लोग? कहाँ से आते हैं?

Found the answer finally 👇 https://t.co/MfHoz7u7AN",Pro Ruling,pro ruling,shaheen bagh,"['protest', 'bagh', 'farmer']","[{'text': 'protest', 'score': 0.4498}, {'text': 'bagh', 'score': 0.3906}, {'text': 'farmer', 'score': 0.3658}]",Neutral ,"no stance taken, only news delivered "
493721,"I guess the UN Secretary General will not be allowed to set foot in India anymore. One more feather in the cap of fascist govt. 
#India_With_ShaheenBagh
#IndiaAgainstCAA_NPR_NRC
@UN @UN_News_Centre @UNGeneva @UNHumanRights @UNOCHA @washingtonpost @AJENews @BBCWorld @gulf_news https://t.co/871p4LLctb",Pro OPP,pro opposition,shaheen bagh,"['india', 'secretary', 'gulf_news']","[{'text': 'india', 'score': 0.4989}, {'text': 'secretary', 'score': 0.3891}, {'text': 'gulf_news', 'score': 0.1591}]",For ,"hashtag suggests that ""india is with shaheen bagh"". Also calls govt ""fascist"". "
424418,"Irrespective of political leaning, I must applaud the women of Shaheen Bagh and their dedication to protest even after the Corona Virus panic.
More power to you all.
Peeche nahi hatna, aaj Corona se dar gaye toh kal Modi koi aur virus le ayega.
Hatna nahi hai.",Pro Ruling,pro ruling,shaheen bagh,"['protest', 'bagh', 'virus']","[{'text': 'protest', 'score': 0.4498}, {'text': 'bagh', 'score': 0.3865}, {'text': 'virus', 'score': 0.2445}]",For ,praises the courage and dedication of women. 
958621,"#LeftRightCentre | “I smile when I read these orders. How far removed they are from the reality on the ground! The constitution of India gives us the right to protest…”: Yogendra Yadav, Swaraj India, on the SC order on Shaheen Bagh protests https://t.co/MhSwBNihYc",Pro OPP,pro opposition,shaheen bagh,"['protest', 'india', 'bagh']","[{'text': 'protest', 'score': 0.4599}, {'text': 'india', 'score': 0.4436}, {'text': 'bagh', 'score': 0.2355}]",For ,claims how shaheen bagh is legitimate as constitution gives right to protest. 
269198,"""Lots of Muslims have apparently joined the party in Kashmir. 

And only the other day, we learnt to our horror  that those very ‘activists’ who were manning the barricades at Shaheen Bagh have now infiltrated the ruling party..."" | Harish Khare.

https://t.co/u6gTosZg2u",Pro OPP,pro opposition,shaheen bagh,"['muslims', 'joined', 'barricades']","[{'text': 'muslims', 'score': 0.5133}, {'text': 'joined', 'score': 0.2637}, {'text': 'barricades', 'score': 0.1982}]",Against ,"""infilitrated"" "
63891,"Watch |  Thousands of women protesters at #ShaheenBagh had unexpected company: A group of Sikh men, part of a farmers' union, from Punjab arrived to show solidarity with the protesters. Within an hour a langar was up and running. #CAA #NRC #NPR 
https://t.co/60mdLSLBlG https://t.co/Aoirq7Gdn2",Pro OPP,pro opposition,shaheen bagh,"['protesters', 'bagh', 'farmers']","[{'text': 'protesters', 'score': 0.5182}, {'text': 'bagh', 'score': 0.3513}, {'text': 'farmers', 'score': 0.279}]",For ,shows solidarity of indians for shaheen bagh. 
285871,"This article in @scroll_in describes how 2 unrelated roads near Shaheen Bagh have been barricaded by Delhi Police giving no concrete reason beyond ""security concerns.""

It reeks of mischief to create resentment amongst commuters against protestors.

https://t.co/4uXFw2eDDU

(2/2)",Pro OPP,pro opposition,shaheen bagh,"['roads', 'protestors', 'scroll_in']","[{'text': 'roads', 'score': 0.4863}, {'text': 'protestors', 'score': 0.2667}, {'text': 'scroll_in', 'score': 0.1475}]",For ,shows how media is trying to create resentment against protesters. 
103751,"Do watch our special show on Kashmiri Pandits who had to flee the Valley because of jihadist threats 30 years ago.
'Kashmiri Pandit Aur Shaheen Bagh' Today at 6.40 pm @indiatvnews

#Shikara @rahulpandita @VVCFilms #VidhuVinodChopra #AbhijitJoshi 
@SushantBSinha https://t.co/idvEONYmQU",Pro Ruling,pro ruling,shaheen bagh,"['indiatvnews', 'jihadist', 'flee']","[{'text': 'indiatvnews', 'score': 0.6012}, {'text': 'jihadist', 'score': 0.4537}, {'text': 'flee', 'score': 0.3163}]",Neutral ,"no stance taken, only news delivered "
176673,"Isn’t #ShaheenBagh a communal protest? 

Why are we letting a mini Kashmir emerge? 

Are poor, illiterate Muslims children &amp; women being used as weapon by the #UrbanNaxals? 

If your answer is Yes to all questions, join me in exposing and defeating these communal protest.",Pro Ruling,pro ruling,shaheen bagh,"['kashmir', 'protest', 'illiterate']","[{'text': 'kashmir', 'score': 0.5134}, {'text': 'protest', 'score': 0.4075}, {'text': 'illiterate', 'score': 0.1429}]",Against ,"calls shaheen bagh ""communal protest"" and ""mini kashmir"". "
110175,"Our family has no links  with @AamAadmiParty say relatives in of #ShaheenBaghFiring accused Kapil Gujjar, those pictures are from Lok Sabha polls when every party was campaigning in our village. @DelhiPolice investigate soberly, thoroughly before rushing to provide sound bites 🙏 https://t.co/cC7Ciq3RhG",Pro OPP,pro opposition,shaheen bagh,"['relatives', 'firing', 'delhipolice']","[{'text': 'relatives', 'score': 0.3459}, {'text': 'firing', 'score': 0.2638}, {'text': 'delhipolice', 'score': 0.1133}]",Neutral ,"no stance taken, only news delivered "
214072,"Watching #BatlaHouse. Had covered the encounter at L18. An encounter that resulted in the elimination of the Delhi module of #IndianMujahideen. Yet this politics over encounter.
Is there a pattern to these protests?
From Batla House to Art 370, CAA, Shaheen Bagh, Sharjeel Imam...",Pro Ruling,pro ruling,shaheen bagh,"['delhi', 'protests', 'encounter']","[{'text': 'delhi', 'score': 0.5033}, {'text': 'protests', 'score': 0.4474}, {'text': 'encounter', 'score': 0.3694}]",Against ,says protests are patterns. 
36349,"Simple solution: instead of election speeches, PM or HM/senior mantri should go to Shaheen Bagh.. their presence alone is easiest way to end this standoff. If the protesters still don't relent, no one can accuse Centre of not trying. Why sit on ego? https://t.co/cSYLehmmZO",Pro OPP,pro opposition,shaheen bagh,"['protesters', 'sit', 'senior']","[{'text': 'protesters', 'score': 0.431}, {'text': 'sit', 'score': 0.2853}, {'text': 'senior', 'score': 0.1989}]",For ,shows how centre is being egotistic. 
318951,"An image from Pakistan, shot in 2015, has been shared on social media with the false claim that anti-CAA protesters in Shaheen Bagh burned the Indian national flag. #AltNewsFactCheck | @thisisjignesh 

https://t.co/EGBOkR6ce4",Pro OPP,pro opposition,shaheen bagh,"['pakistan', 'protesters', 'burned']","[{'text': 'pakistan', 'score': 0.5074}, {'text': 'protesters', 'score': 0.451}, {'text': 'burned', 'score': 0.3811}]",For ,exposes fake narratives being spread about shaheen bagh. 
616907,"Courageous, creative, womanly dignified , above all imbued with patriotism and love for beloved Bharat that is India, #ShaheenBagh is a marvel of democracy. Privileged to spend the evening here https://t.co/LRxDSTinLG",Pro OPP,pro opposition,shaheen bagh,"['india', 'bagh', 'patriotism']","[{'text': 'india', 'score': 0.5167}, {'text': 'bagh', 'score': 0.4276}, {'text': 'patriotism', 'score': 0.3804}]",For ,"calls shaheen bagh a ""marvel of democracy"". "
91757,The #SupremeCourt said on Monday that people have a fundamental right to protest against a law but the blocking of public roads is a matter of concern and there has to be a balancing factor. #ShaheenBagh https://t.co/T5po9UVcx4,Pro OPP,pro opposition,shaheen bagh,"['protest', 'roads', 'court']","[{'text': 'protest', 'score': 0.5439}, {'text': 'roads', 'score': 0.342}, {'text': 'court', 'score': 0.3243}]",Neutral ,"no stance taken, only news delivered "
139705,"Delhi elections were a direct contest between @ArvindKejriwal &amp; @AmitShah. Kejriwal is responsible for the AAP sweep. Shah is responsible for BJP’s flop show. Nadda, Shaheen Bagh, Tiwari, Delhi police, Chaurasia and Chaudhary were all side shows. It is really as simple as that.",Pro OPP,pro opposition,shaheen bagh,"['delhi', 'elections', 'sweep']","[{'text': 'delhi', 'score': 0.5408}, {'text': 'elections', 'score': 0.5004}, {'text': 'sweep', 'score': 0.2599}]",Neutral ,no stance taken on shaheen bagh. 
395921,"Kashmir Locked... is their biggest pain
They never thought someone would ever dare to touch their den

Economy is doing fine, fuel prices are under control
Shaheen Bagh an@rkalis are fading... Population control bill next...

Modi is the biggest thing which happened to we Indians https://t.co/8bnxAaZhkZ",Pro Ruling,pro ruling,shaheen bagh,"['kashmir', 'pain', 'fuel']","[{'text': 'kashmir', 'score': 0.4733}, {'text': 'pain', 'score': 0.2288}, {'text': 'fuel', 'score': 0.0039}]",Against ,"shows how shaheen bagh is ""under control"" and how modi is the best thing to happen to india. "
310166,Old image from Pakistan shared as Shaheen Bagh protesters burning Indian flag - Alt News https://t.co/41ivFUv1yQ,Pro OPP,pro opposition,shaheen bagh,"['protesters', 'pakistan', 'burning']","[{'text': 'protesters', 'score': 0.4906}, {'text': 'pakistan', 'score': 0.4906}, {'text': 'burning', 'score': 0.4256}]",For ,shows how fake news is being spread. 
1062,"Why was it alright for @RanaAyyub to dress up as a Hindu &amp; go around with a hidden camera interviewing BJP/RSS people in Gujarat but not alright for @gunjakapoor to wear a #burqa/veil &amp; ask probing questions in #ShaheenBagh? 

Answer: #PoliticalHypocrisy",Pro Ruling,pro ruling,shaheen bagh,"['hindu', 'hypocrisy', 'interviewing']","[{'text': 'hindu', 'score': 0.5294}, {'text': 'hypocrisy', 'score': 0.3205}, {'text': 'interviewing', 'score': 0.2118}]",Against ,says there is political hypocricy. 
134267,"WATCH N SHARE

AAP MLA @Saurabh_MLAgk Speaks about the alleged Role of BJP and HOW BJP masterminded the entire Shaheen Bagh Protests.

BJP polarized votes in Delhi Elections using the Shaheen Bagh protests. It was a strategy, planned, scripted by BJP.

@Sonal_MK https://t.co/TrCALhj077",Pro OPP,pro opposition,shaheen bagh,"['saurabh_mlagk', 'elections', 'polarized']","[{'text': 'saurabh_mlagk', 'score': 0.5914}, {'text': 'elections', 'score': 0.3078}, {'text': 'polarized', 'score': 0.0693}]",Against ,shows how shaheen bagh was a masterminded plan of BJP. 
265478,The #ShaheenBagh protests began with commitment to constitution. There are times when individual rights to protest have to be abandoned in view of larger public good. Please listen to appeals to move even the few protesters at site. You are now harming and not helping the cause.,Pro OPP,pro opposition,shaheen bagh,"['protests', 'bagh', 'abandoned']","[{'text': 'protests', 'score': 0.6177}, {'text': 'bagh', 'score': 0.382}, {'text': 'abandoned', 'score': 0.1674}]",For ,"shows how shaheen bagh is a ""commitment to constitution"". "
162709,"Shaheen Bagh ki ‘daadi’ farmer protest mein. Ye rishta kya kehlata hai?
https://t.co/SzhqyfgIVz",Pro Ruling,pro ruling,shaheen bagh,"['kya', 'farmer', 'protest']","[{'text': 'kya', 'score': 0.4871}, {'text': 'farmer', 'score': 0.4376}, {'text': 'protest', 'score': 0.4094}]",Against ,mocks bilkis bano. 
1965530,"Tear gas wasn’t used in Shaheen Bagh. Lathi charges weren’t considered during the farmers protest. But after 32 years when for the 1st time they tried to raise their voices, police used full force, both lathi’s &amp; tear gas against Kashmiri Hindus. Think about the message here.",Pro Ruling,pro ruling,shaheen bagh,"['hindus', 'force', 'gas']","[{'text': 'hindus', 'score': 0.3411}, {'text': 'force', 'score': 0.1857}, {'text': 'gas', 'score': 0.1557}]",Neutral ,no stance taken on shaheen bagh. 
14925,"After sending Shah (Shaheen Bagh ko current lagao), Thakur (Goli Maro ...), Adityanath (Boli se nahi to Goli se); &amp; several shooters fire to Jamia &amp; Shaheen Bagh after such incitement; Modi says Jamia &amp;Shaheen Bagh peaceful protests against divisive NRC&amp;CAA are attempt to divide!",Pro OPP,pro opposition,shaheen bagh,"['shah', 'protests', 'divide']","[{'text': 'shah', 'score': 0.5353}, {'text': 'protests', 'score': 0.3286}, {'text': 'divide', 'score': 0.2142}]",For ,shows the violence being conducted against peaceful protesters. 
153066,If Desh ke Gaddaron ko Goli maaro saalo ko is openly instigating people to lynch Shaheen Bagh protesters then how is this  speech not asking people for the lynching of an elected Prime minister of  our country? https://t.co/LtuzjT2rmS,Pro Ruling,pro ruling,shaheen bagh,"['lynching', 'protesters', 'minister']","[{'text': 'lynching', 'score': 0.417}, {'text': 'protesters', 'score': 0.3734}, {'text': 'minister', 'score': 0.3625}]",Neutral ,no stance taken on shaheen bagh. 
367532,"Being graceful in victory is an art. 

While @SChopraINC, @YasminKidwai, @srinivasiyc, @salman7khurshid, @priyankagandhi &amp; many others from Congress rushed to assistance of protestors, Kejriwal wanted to “clear Shaheen Bagh in 2 hours”.

Why lie so much just to take potshots? 🙄 https://t.co/2oDxev7wG5",Pro OPP,pro opposition,shaheen bagh,"['priyankagandhi', 'protestors', 'congress']","[{'text': 'priyankagandhi', 'score': 0.5008}, {'text': 'protestors', 'score': 0.3986}, {'text': 'congress', 'score': 0.3304}]",Neutral ,no stance taken on shaheen bagh. 
286500,"Shaheen Bagh, Jamia , JNU mein Hinduon ki liye pyar ke geet gaye ja rahe the https://t.co/16zPsmHj4F",Pro Ruling,pro ruling,shaheen bagh,"['hinduon', 'bagh', 'gaye']","[{'text': 'hinduon', 'score': 0.5714}, {'text': 'bagh', 'score': 0.457}, {'text': 'gaye', 'score': 0.3825}]",Against ,sarcastic tone. 
205981,Me &amp; @raghav355 dared to go for a @IndiaToday debate at #ShaheenBagh in @rahulkanwal’s show today. As soon we expressed our views we both were man-handled &amp; pushed. Thanks to @_sabanaqvi &amp; @javedmansari to help us come out mid-debate.,Pro Ruling,pro ruling,shaheen bagh,"['debate', 'indiatoday', 'javedmansari']","[{'text': 'debate', 'score': 0.5783}, {'text': 'indiatoday', 'score': 0.3868}, {'text': 'javedmansari', 'score': 0.3765}]",Against ,shows how protesters are violent. 
1425418,"Today, last year. Memories of #ShaheenBagh and those women of raw indomitable courage. Yesterday Shaheen, today #Singhu: the bravery of India’s citizens always inspires https://t.co/cwlzGyw5rW",Pro OPP,pro opposition,shaheen bagh,"['india', 'bravery', 'bagh']","[{'text': 'india', 'score': 0.5167}, {'text': 'bravery', 'score': 0.4645}, {'text': 'bagh', 'score': 0.3687}]",For ,"praises women protesters for having ""raw indomitable courage"". "
395782,RT if you too believe that Shaheen Bagh protesters will disappear post elections just like how Aarey activists disappeared post Maharashtra elections,Pro Ruling,pro ruling,shaheen bagh,"['protesters', 'disappeared', 'maharashtra']","[{'text': 'protesters', 'score': 0.4918}, {'text': 'disappeared', 'score': 0.3517}, {'text': 'maharashtra', 'score': 0.2928}]",Against ,shows how it is a political ploy. 
461909,Shaheen Bagh sowed so many seeds 😍😍😍 #FarmersProtest #IndiaWithFarmers #shaheenbagh https://t.co/tudPQFUJ5i,Pro OPP,pro opposition,shaheen bagh,"['farmers', 'bagh', 'protest']","[{'text': 'farmers', 'score': 0.515}, {'text': 'bagh', 'score': 0.4289}, {'text': 'protest', 'score': 0.3696}]",For ,positive attitude. 
181038,"#Hyderabadpolice on Tuesday filed a case against well-known poet and #Congress leader #ImranPratapgarhi for asking why a #ShaheenBagh-like protest has not been held in the city.

Photo: Imran Pratapgarhi https://t.co/FbVcYYVEa8",Pro OPP,pro opposition,shaheen bagh,"['hyderabad', 'protest', 'filed']","[{'text': 'hyderabad', 'score': 0.4356}, {'text': 'protest', 'score': 0.3398}, {'text': 'filed', 'score': 0.3227}]",Neutral ,no stance taken on shaheen bagh. 
159009,"Far away from #ShaheenBagh, two days ago, a TMC leader in Bengal fired at anti-CAA protesters and killed two. MSM and SM QaumReds quietly shoved it under the carpet. Narrative ka sawal hai. #kapilgujjar
https://t.co/WdZMJCSkri",Pro Ruling,pro ruling,shaheen bagh,"['bengal', 'protesters', 'fired']","[{'text': 'bengal', 'score': 0.4318}, {'text': 'protesters', 'score': 0.4099}, {'text': 'fired', 'score': 0.3115}]",For ,shows how killing of protesters are shoved under the carpet. 
64745,"In the next few hours, @OpIndia_com and @OpIndia_in are going to publish some exclusive stories on #ShaheenBagh. Their Jihad is as clear as day. Stay tuned.",Pro Ruling,pro ruling,shaheen bagh,"['jihad', 'opindia_com', 'hours']","[{'text': 'jihad', 'score': 0.6247}, {'text': 'opindia_com', 'score': 0.3606}, {'text': 'hours', 'score': 0.1146}]",Against ,"calls shaheen bagh ""jihad"". "
445181,"Time for the government to use force &amp; disperse the Shaheen Bagh gang. Yesterday, they were a national nuisance. Today, they have become a national hazard. What they are doing is trying to blackmail the country into submission. #CoronaVirus  https://t.co/do32hsiPwK",Pro Ruling,pro ruling,shaheen bagh,"['government', 'blackmail', 'coronavirus']","[{'text': 'government', 'score': 0.4163}, {'text': 'blackmail', 'score': 0.2846}, {'text': 'coronavirus', 'score': 0.2832}]",Against ,encouraging Government to use force against shaheen bagh. 
159103,"The economist of #ShaheenBagh 

Giving open call for economic and civil revolt to Islamic women protestors. https://t.co/o5h0DJEByJ",Pro Ruling,pro ruling,shaheen bagh,"['islamic', 'protestors', 'economist']","[{'text': 'islamic', 'score': 0.5246}, {'text': 'protestors', 'score': 0.5147}, {'text': 'economist', 'score': 0.3352}]",Against ,negative connotations. 
383500,we can conclude that those who are protesting against CAA in Shaheen bagh and those who are serving them langar don’t want Modi govt to help hindu asylum seekers in India from Pakistan https://t.co/DzSWJUMux5,Pro Ruling,pro ruling,shaheen bagh,"['hindu', 'protesting', 'asylum']","[{'text': 'hindu', 'score': 0.4569}, {'text': 'protesting', 'score': 0.3139}, {'text': 'asylum', 'score': 0.2996}]",Against ,claims that shaheen bagh is against those hindus trying to seek asylum in India from Pakistan.
