source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,stance,stance_reason
450155,"""I want to dedicate this award to the people of Kashmir and the women of Shaheen Bagh who have been the single largest influence on my journalism this year,"" said @khanumarfa on receiving the 2019 Chameli Devi Jain Award alongside @rohini_mohan.

https://t.co/Y8ItMOzhLk https://t.co/AGlBiaKaW1",Pro OPP,pro opposition,shaheen bagh,"['journalism', 'award', 'kashmir']","[{'text': 'journalism', 'score': 0.4872}, {'text': 'award', 'score': 0.48}, {'text': 'kashmir', 'score': 0.4108}]",For ,praises shaheen bagh. 
28260,"Modi's police issues ultimatum to vacate the protesting site against #CAA_NRC at Shaheen Bagh, Delhi. #JNUViolence has been created to divert the attention from #CAA_NRCProtests  &amp; polarize the country further to brand the #CAA_NRC protesters anti-nationals.",Pro OPP,pro opposition,shaheen bagh,"['protests', 'police', 'brand']","[{'text': 'protests', 'score': 0.4716}, {'text': 'police', 'score': 0.4014}, {'text': 'brand', 'score': 0.0008}]",For ,shows how government is creating anti-national narratives towards shaheen bagh. 
330191,"Recently:

- 4 days ago, ex AMUSU leader Mr. Sajjad Subhan was wearing Burkha in a protest.

- Maa Kaali was shown wearing Hijab in poster.

- Indulekha wore Burkha in anti CAA protest.

But how dare YouTuber Gunja Kapoor went to Shaheen Bagh in Burkha for undercover reporting?",Pro Ruling,pro ruling,shaheen bagh,"['burkha', 'protest', 'youtuber']","[{'text': 'burkha', 'score': 0.5792}, {'text': 'protest', 'score': 0.3305}, {'text': 'youtuber', 'score': 0.1019}]",Against ,shows hypocricy of protesters. 
223299,"This is from Shaheen Bagh ❤️❤️

Muslim kids bringing dupatta of their mothers and Sikhs tying turban for them.. 

This unity gonna haunt Sanghis... They wanted to divide us but now people are coming more close to each other. 

Video : @bushrakhanum86 

#ShaheenBaghProtest https://t.co/4i1hXlxQoB",Pro OPP,pro opposition,shaheen bagh,"['muslim', 'bringing', 'tying']","[{'text': 'muslim', 'score': 0.6126}, {'text': 'bringing', 'score': 0.2583}, {'text': 'tying', 'score': 0.1701}]",For ,showing how shaheen bagh is bringing people closer to one another. 
80506,Why Shaheen Bagh protesters need not worry about Delhi election https://t.co/hcyMQDp7ZZ,Pro OPP,pro opposition,shaheen bagh,"['protesters', 'delhi', 'worry']","[{'text': 'protesters', 'score': 0.4812}, {'text': 'delhi', 'score': 0.3623}, {'text': 'worry', 'score': 0.253}]",For ,comforts shaheen bagh protesters. 
933078,AIDWA President fiercely hit out at the ruling government for a range of authoritarian actions and said that all the recent movements have a common goal - to protect Constitution against fascism. #ShaheenBagh #CAA #NRC #Protests https://t.co/t47NLoTaCQ,Pro OPP,pro opposition,shaheen bagh,"['authoritarian', 'protests', 'range']","[{'text': 'authoritarian', 'score': 0.5445}, {'text': 'protests', 'score': 0.5242}, {'text': 'range', 'score': 0.062}]",For ,says shaheen bagh seeks to protect constitution from fascist government. 
98662,"Didn’t put this video of Shaheen Bagh before but it is crystal clear that protest at  Shaheen Bagh  was also about Ram Mandir, Triple Talaq and hate for Hinduism. Look how protestors are brainwashed with hate.
#ShaheenBaghProtests https://t.co/Ab60boxIv6",Pro Ruling,pro ruling,shaheen bagh,"['bagh', 'protestors', 'hinduism']","[{'text': 'bagh', 'score': 0.4517}, {'text': 'protestors', 'score': 0.4356}, {'text': 'hinduism', 'score': 0.3906}]",Against ,claims that shaheen bagh symbolises hate for hinduism. 
412319,"Govt's Plan B to discredit Shaheen Bagh:

Fake sting to claim it is a paid protest.

Zee News asks why no one protested for KPs in 1990.

India Today raises the issue of traffic snarls.

All 3 narratives are pushed by IT Cell on Social Media.",Pro OPP,pro opposition,shaheen bagh,"['discredit', 'india', 'traffic']","[{'text': 'discredit', 'score': 0.412}, {'text': 'india', 'score': 0.3532}, {'text': 'traffic', 'score': 0.2155}]",For ,shows how government controls media narratives about shaheen bagh to discredit it. 
135961,"This right here is @sardanarohit not only spreading fake news about the current farmer protests but also the Shaheen Bagh protests. 

He is engaging in hate speech and dividing India. All those who advertise with his channel or associate with it in anyway promote this. https://t.co/vtpltZouWZ",Pro OPP,pro opposition,shaheen bagh,"['sardanarohit', 'india', 'protests']","[{'text': 'sardanarohit', 'score': 0.4564}, {'text': 'india', 'score': 0.4355}, {'text': 'protests', 'score': 0.4243}]",For,claims that there is fake news and hate speech being spread about shaheen bagh. 
176621,"Zee News Editor-In-Chief Sudhir Chaudhary stopped by protesters from entering Shaheen Bagh

https://t.co/pYGBSmMjYK

#370InShaheenBagh 

#ShaheenBagh",Pro Ruling,pro ruling,shaheen bagh,"['protesters', '370inshaheenbagh', 'stopped']","[{'text': 'protesters', 'score': 0.4568}, {'text': '370inshaheenbagh', 'score': 0.3908}, {'text': 'stopped', 'score': 0.2733}]",Against ,hashtag suggests negative view. 
312144,"#ShaheenBaghModel | Shaheen Bagh is a people's protest, it is a satyagraha against the black law. The people who are protesting want to save the Constitution and the democracy: @warispathan- National Spokesperson, AIMIM
https://t.co/jghcakh6lP",Pro Ruling,pro ruling,shaheen bagh,"['bagh', 'protesting', 'satyagraha']","[{'text': 'bagh', 'score': 0.5628}, {'text': 'protesting', 'score': 0.5453}, {'text': 'satyagraha', 'score': 0.3709}]",For ,claims that those protesting at shaheen bagh want to save democracy and constitution. 
72786,"#Verified             #Breaking

👉BJP cancels Kapil Gujjar's membership

👉BJP says it didn't know Kapil had fired at anti-CAA protesters at #ShaheenBagh

👉Kapil had earlier today joined BJP

👉Kapil had in February shot at protesters &amp; said, 'In India, only Hindus will rule'",Pro OPP,pro opposition,shaheen bagh,"['hindus', 'fired', 'protesters']","[{'text': 'hindus', 'score': 0.4064}, {'text': 'fired', 'score': 0.3125}, {'text': 'protesters', 'score': 0.2888}]",Neutral ,"no stance taken, only news delivered "
961843,"In wanting to resurrect and stir massive Shaheen Bagh-like protests in UP, Owaisi has picked the wrong man. One can almost imagine Yogi Adityanath calling him up and whispering: Tu aayega na, darega toh nahin?

My views on Owasi’s CAA dare, on @TimesNow. https://t.co/lWKUwscLE3",Pro Ruling,pro ruling,shaheen bagh,"['nahin', 'protests', 'resurrect']","[{'text': 'nahin', 'score': 0.4641}, {'text': 'protests', 'score': 0.3222}, {'text': 'resurrect', 'score': 0.0908}]",Against ,shows how shaheen bagh was planned. 
272707,"Solicitor General reiterates  ""I don't want the message to be that we've been brought to our knees""

#ShaheenBaghProtests",Pro OPP,pro opposition,shaheen bagh,"['protests', 'general', 'knees']","[{'text': 'protests', 'score': 0.5401}, {'text': 'general', 'score': 0.4173}, {'text': 'knees', 'score': 0.3186}]",Neutral ,no stance taken on shaheen bagh. 
312155,"#ShaheenBaghGoHome | People from all walks of life are against the black law and they are protesting: @warispathan, National Spokesperson, AIMIM https://t.co/RZHKU3wOei",Pro Ruling,pro ruling,shaheen bagh,"['black', 'protesting', 'bagh']","[{'text': 'black', 'score': 0.4705}, {'text': 'protesting', 'score': 0.4526}, {'text': 'bagh', 'score': 0.3421}]",For ,"shows how shaheen bagh is a protest against a ""black law"". "
109816,"#ShaheenBagh perhaps the only place in India ushering in the new year with the national anthem. 

(Video courtesy @VakashaS ) https://t.co/yJFLeO02Gf",Pro OPP,pro opposition,shaheen bagh,"['anthem', 'india', 'bagh']","[{'text': 'anthem', 'score': 0.5136}, {'text': 'india', 'score': 0.4251}, {'text': 'bagh', 'score': 0.3868}]",For ,portrays how shaheen bagh stands for India. 
41198,"@DelhiPolice @SudarshanNewsTV @CPDelhi @HMOIndia @AmitShah Sudarshan sought Police permission for #JantaMarch against murderous attacks on Hindu girls, which was not refused.

While we were peacefully protesting, one Sarfroz ordered police to assault women &amp; sadhus 

Hindus can't protest for 101 mts but #shaheenbagh allowed for 101 days!",Pro Ruling,pro ruling,shaheen bagh,"['hindus', 'police', 'protesting']","[{'text': 'hindus', 'score': 0.4547}, {'text': 'police', 'score': 0.4304}, {'text': 'protesting', 'score': 0.3357}]",Against,shows hypocricy against Hindus. 
45107,So @Mayawati supporter Kapil suddenly turned ‘saffron’ and went to #ShaheenBagh? Do they really think the people of India are this stupid?  https://t.co/3QbgmkYEaH,Pro Ruling,pro ruling,shaheen bagh,"['india', 'stupid', 'saffron']","[{'text': 'india', 'score': 0.4158}, {'text': 'stupid', 'score': 0.294}, {'text': 'saffron', 'score': 0.1369}]",Neutral ,no stance taken on shaheen bagh. 
12514,"My hair stylist a muslim man invested Rs. 5 lakhs in a salon in Shaheen Bagh but protests killed his business before it could take-off. Not a single person lost citizenship but many genuinely talented people lost employment, business and even their lives. Bilkis is not my hero. https://t.co/tiUrArik1f",Pro Ruling,pro ruling,shaheen bagh,"['muslim', 'hero', 'invested']","[{'text': 'muslim', 'score': 0.4554}, {'text': 'hero', 'score': 0.3065}, {'text': 'invested', 'score': 0.2409}]",Against ,claims that shaheen bagh was disastrous for livelihoods. 
341455,"Tara Singh Hayer, publisher of Indo-Canadian Times, was killed at Surrey, #Canada, for opposing Khalistanis and deposing before investigators probing Air India Kanishka bombing.
I say again, this protest has as much to do with #FarmLaws2020 as #Shaheenbagh had to do with #CAA https://t.co/AqWuvaO5SZ",Pro Ruling,pro ruling,shaheen bagh,"['killed', 'india', 'farmlaws2020']","[{'text': 'killed', 'score': 0.4812}, {'text': 'india', 'score': 0.2859}, {'text': 'farmlaws2020', 'score': 0.1932}]",Against ,portrays that shaheen bagh was planned and not genuine. 
152833,"#ShaheenBaghDoesntCare | This is an unprecedented, global situation, countries have been locked down. Gatherings have been stopped. It is our duty as citizens to keep Indians healthy: @NalinSKohli- National Spokesperson, BJP &amp; Sr Advocate, SC
https://t.co/jghcajZuXf https://t.co/8eaHRyif0x",Pro Ruling,pro ruling,shaheen bagh,"['indians', 'spokesperson', 'locked']","[{'text': 'indians', 'score': 0.5459}, {'text': 'spokesperson', 'score': 0.2469}, {'text': 'locked', 'score': 0.2023}]",Against ,hashtag suggests negative view. 
253735,"Imagine...
The Govt of India,
The entire media of India,
The Supreme Court of India,
The Political Parties of India,
Everyone is talking &amp; scratching their heads over what to do with #ShaheenBaghProtests
.
There is no other issue or bigger crisis than opening a road in Delhi!🤣🙏",Pro OPP,pro opposition,shaheen bagh,"['delhi', 'protests', 'scratching']","[{'text': 'delhi', 'score': 0.4453}, {'text': 'protests', 'score': 0.3816}, {'text': 'scratching', 'score': 0.1069}]",For ,sarcastic tone. 
226332,"Many netizens asked #PMModi to hand over his social media accounts to the women of #ShaheenBagh, while some asked him to give it to missing JNU student Najeeb’s mother and #RohithVemula’s mother. #SheInspiresUs https://t.co/t8Lt7i9D6e",Pro OPP,pro opposition,shaheen bagh,"['najeeb', 'media', 'netizens']","[{'text': 'najeeb', 'score': 0.3718}, {'text': 'media', 'score': 0.2933}, {'text': 'netizens', 'score': 0.1889}]",For ,mocks modi. 
1258630,"Dilli Morcha!

Identify the faces!
Mark the agenda!
These are Neither Sikhs, Nor Farmers!
These are the same Paid Protestors who were at #ShaheenBagh!

#SinghuBorder is the new #ShaheenBagh

Will they burn Delhi again? https://t.co/An10NAuZiT",Pro Ruling,pro ruling,shaheen bagh,"['delhi', 'protestors', 'burn']","[{'text': 'delhi', 'score': 0.4681}, {'text': 'protestors', 'score': 0.3544}, {'text': 'burn', 'score': 0.2407}]",Against ,calls shaheen bagh a paid protest and not genuine. 
134269,"IMPORTANT PRESS CONF BY AAP

@Saurabh_MLAgk Exposes the BJP &amp; it's entire Delhi Election Campaign which was based on #ShaheenBagh

They used Shaheen Bagh for their Electoral benefit

Now, these Shaheen bagh conspirators are joining the BJP!!

Pro-Democracy activists feel cheated. https://t.co/GmoMcEskHV",Pro OPP,pro opposition,shaheen bagh,"['saurabh_mlagk', 'election', 'conspirators']","[{'text': 'saurabh_mlagk', 'score': 0.5068}, {'text': 'election', 'score': 0.3513}, {'text': 'conspirators', 'score': 0.3398}]",Against ,shows how shaheen bagh was a conspiracy to support bjp. 
240516,Shaheen Bagh protest site seen empty as AAP all set to return in Delhi https://t.co/KNxHb0cOxT,Pro Ruling,pro ruling,shaheen bagh,"['empty', 'delhi', 'protest']","[{'text': 'empty', 'score': 0.3653}, {'text': 'delhi', 'score': 0.2868}, {'text': 'protest', 'score': 0.2473}]",Neutral ,"no stance taken, only news delivered "
223232,"This guy is Kapil Gujjar who'd shot fire at Shaheen Bagh protest.

After getting bail, he received heroic welcome. 

These sick people glorify murderers/terrorists/rapists because victims are Muslims. https://t.co/OtmDTt4YOp",Pro OPP,pro opposition,shaheen bagh,"['muslims', 'bail', 'fire']","[{'text': 'muslims', 'score': 0.5427}, {'text': 'bail', 'score': 0.2851}, {'text': 'fire', 'score': 0.2433}]",For ,shows how hindus get easy bail for attacking muslims. 
34402,"The police begin the RTI response by talking about Jamia &amp; the usual ""burning of buses"" garbage (which is totally irrelevant).

Then they mention that Shaheen Bagh protestors occupied Road No. 13A 

(Pls note that the occupied part was only 100-150 metres)

(2/4)",Pro OPP,pro opposition,shaheen bagh,"['police', 'protestors', '150']","[{'text': 'police', 'score': 0.4367}, {'text': 'protestors', 'score': 0.3242}, {'text': '150', 'score': 0.2784}]",For ,shows how misinformation is being spread. 
225364,"Thousands of packets of free biryani, Rs 500-700 reportedly spent on each protester, other event expenses?
Who is sponsoring the #ShaheenBagh protests?

#ShaheenBaghTruth #ShaheenBaghCracks",Pro Ruling,pro ruling,shaheen bagh,"['protester', 'bagh', '500']","[{'text': 'protester', 'score': 0.5502}, {'text': 'bagh', 'score': 0.3669}, {'text': '500', 'score': 0.31}]",Against ,suggests that somone is sponsoring the protest. 
25872,"Shaheen Bagh protestors feel they should not have to prove their Indian citizenship. But they want special privileges that ordinary citizens do not have, including the right to occupy public spaces and disrupt public activity for months on end. What principles do they represent?",Pro Ruling,pro ruling,shaheen bagh,"['citizens', 'indian', 'principles']","[{'text': 'citizens', 'score': 0.4619}, {'text': 'indian', 'score': 0.3704}, {'text': 'principles', 'score': 0.2754}]",Against ,shows hypocricy of protesters. 
1193473,So this farmer protest is indeed shaheen bagh 2 .. shaheen bagh burqa gang used to get only 500 rupees per day but here they 2-3k plus food and liquor https://t.co/g4eR2aquwF,Pro Ruling,pro ruling,shaheen bagh,"['protest', 'farmer', 'liquor']","[{'text': 'protest', 'score': 0.4429}, {'text': 'farmer', 'score': 0.4276}, {'text': 'liquor', 'score': 0.2557}]",Against ,suggests it’s a paid protest.
229187,"Two massive protests,
Both peacefully asking Govt to roll back a Bad Bill,
Only one manages to make the Govt. bend over backwards.
Why?
They may appear similar; but #ShaheenBagh &amp; #FarmerProtests are deeply different too.
Brilliant writing by @Pun_Starr🔥
-https://t.co/JbLcNDmwgD https://t.co/SPiVUfSXps",Pro OPP,pro opposition,shaheen bagh,"['protests', 'both', 'farmer']","[{'text': 'protests', 'score': 0.5095}, {'text': 'both', 'score': 0.4725}, {'text': 'farmer', 'score': 0.2217}]",For ,shows how shaheen bagh is peaceful.
185883,"A month on, #ShaheenBaghProtest shows no signs of flagging. Centered around a core group of local women, Shaheen Bagh has inspired people from across India to organise similar sit-ins. 

#India #News #TelegraphIndia… https://t.co/ZLmwVXQVDL",Pro OPP,pro opposition,shaheen bagh,"['bagh', 'india', 'protest']","[{'text': 'bagh', 'score': 0.5129}, {'text': 'india', 'score': 0.4123}, {'text': 'protest', 'score': 0.3723}]",For ,conveys how shaheen bagh is led by women and inspiring. 
591004,"#Video | 'Naam #ShaheenBagh Hai' is a poem by Darab Farooqui, dedicated to the protest at Shaheen Bagh, a fountainhead of resistance against #CAA,# NRC and NPR.
https://t.co/edowTcg491",Pro OPP,pro opposition,shaheen bagh,"['bagh', 'protest', 'farooqui']","[{'text': 'bagh', 'score': 0.5195}, {'text': 'protest', 'score': 0.4398}, {'text': 'farooqui', 'score': 0.402}]",For ,"calls it a ""fountainhead of resistance""."
115980,Bapu on Dandi March with a kid leading....This FYI #SupremeCourt. The women take kids to #ShaheenBaghProtest as there’s nobody to look after them back home.  https://t.co/GkPQeNOIR1,Pro OPP,pro opposition,shaheen bagh,"['protest', 'court', 'bagh']","[{'text': 'protest', 'score': 0.491}, {'text': 'court', 'score': 0.3549}, {'text': 'bagh', 'score': 0.3319}]",For ,shows obstacles for protesting women and how they overcome it. 
98728,"This is what @_sabanaqvi types are doing in #ShaheenBagh yesterday Arnab @republic said that they want to create #ShaheenBagh bags across India. 

They basically meant Kabja of Arterial Roads across Indian cities. 

Here is the detailed plan folks. 

https://t.co/lMQhkEukLi",Pro Ruling,pro ruling,shaheen bagh,"['bagh', 'india', 'roads']","[{'text': 'bagh', 'score': 0.572}, {'text': 'india', 'score': 0.3891}, {'text': 'roads', 'score': 0.2557}]",Against ,shows that shaheen bagh is part of a bigger plot to capture arterial roads. 
70317,Happening now: #ShaheenBagh Dadi Bilkis Bano came to the #FarmersProtest site to register her support to farmers. But is being escorted out of here by @DelhiPolice https://t.co/PGtz3Vwyk3,Pro OPP,pro opposition,shaheen bagh,"['farmers', 'protest', 'bagh']","[{'text': 'farmers', 'score': 0.4652}, {'text': 'protest', 'score': 0.3896}, {'text': 'bagh', 'score': 0.3419}]",Neutral ,"no stance taken, only news delivered "
353990,"Watch | ""Only what Hindus want will happen in this country,"" the #ShaheenBagh shooter said as the police led him away.

Read here https://t.co/ITfWdQHav4 https://t.co/qGXsLlDabx",Pro OPP,pro opposition,shaheen bagh,"['hindus', 'bagh', 'shooter']","[{'text': 'hindus', 'score': 0.6069}, {'text': 'bagh', 'score': 0.2811}, {'text': 'shooter', 'score': 0.2695}]",Neutral ,"no stance taken, only news delivered "
312192,"#GunsInDelhi | The entire country has become Shaheen Bagh, I am with all the protesters. The BJP is scared: @warispathan- National Spokesperson, AIMIM
https://t.co/RZHKU3wOei",Pro Ruling,pro ruling,shaheen bagh,"['delhi', 'protesters', 'guns']","[{'text': 'delhi', 'score': 0.4889}, {'text': 'protesters', 'score': 0.4302}, {'text': 'guns', 'score': 0.3745}]",For ,shows how shaheen bagh is being supported by the country. 
929009,"Despite their different trajectories, Shaheen Bagh and farmers protests teach us a lesson that we would do well to learn: in political cultures beleaguered by majoritarianism, mobilized minorities offer the most reliable resistance to bigotry and reaction. https://t.co/6T5Noxt1FT",Pro OPP,pro opposition,shaheen bagh,"['protests', 'bagh', 'farmers']","[{'text': 'protests', 'score': 0.5044}, {'text': 'bagh', 'score': 0.292}, {'text': 'farmers', 'score': 0.2142}]",For ,shows how mobolised minorities offer reliable resistance to majoritarianism and bigotry. 
199296,"This! Beautiful picture. #ShaheenBagh dadis bless @DelhiPolice officer (Please tag photographer)

This happened earlier today when delegation led by dadis met cops, sought permission to march to Home Minister’s Res to meet him

Cops assured them, their request will be taken ahead https://t.co/ESePVhcTzZ",Pro OPP,pro opposition,shaheen bagh,"['cops', 'delegation', 'delhipolice']","[{'text': 'cops', 'score': 0.5193}, {'text': 'delegation', 'score': 0.388}, {'text': 'delhipolice', 'score': 0.1209}]",For ,"calls old shaheen bagh women blessing police officers a ""beautiful picture"". "
152314,"Good Morning @priyankac19 Aunty, 
Farmers aren't protesting.. Dalals &amp; Khalistan Supporters are.. Oops &amp; it's joined by Shaheen Bagh gang too.. 
Proofs hai.. Come out of your Louis Vuitton &amp; read @OpIndia_com exposè.. And other two are @sardesairajdeep &amp; @Shehla_Rashid types😅 https://t.co/bx9hXt45fB",Pro Ruling,pro ruling,shaheen bagh,"['protesting', 'farmers', 'shehla_rashid']","[{'text': 'protesting', 'score': 0.4719}, {'text': 'farmers', 'score': 0.4269}, {'text': 'shehla_rashid', 'score': 0.3044}]",Against ,shows that it’s a khalistani scheme. 
1994285,"Shazia Ilmi, BJP spokesperson : The Opposition has no problem with anti encroachment drives elsewhere but Shaheen Bagh. 
#BulldozerInShaheenBagh
@shaziailmi 
@pradip103 
@IndiaNews_itv",Pro Ruling,pro ruling,shaheen bagh,"['opposition', 'indianews_itv', 'bulldozer']","[{'text': 'opposition', 'score': 0.459}, {'text': 'indianews_itv', 'score': 0.4218}, {'text': 'bulldozer', 'score': 0.413}]",Against ,"hashtag suggests that ""bulldozer raj"" should be done in shaheen bagh. "
16493,"Distances:

Tamil Nadu to Delhi - 2488 kms
Assam to Delhi - 2092 kms
Shaheen Bagh to Jantar Mantar - 15 kms

If poor farmers can come from Tamil Nadu and Assam to protest at Ramlila Maidan, why can’t Shaheen Bagh protestors go there?

Why this blackmail?",Pro Ruling,pro ruling,shaheen bagh,"['delhi', 'distances', 'protestors']","[{'text': 'delhi', 'score': 0.5245}, {'text': 'distances', 'score': 0.3446}, {'text': 'protestors', 'score': 0.2873}]",For ,shows how there is blackmail against shaheen bagh. 
199978,"After SC observations, Shaheen Bagh protesters should call off their protest

https://t.co/7rOoqRpywQ",Pro Ruling,pro ruling,shaheen bagh,"['protesters', 'call', 'bagh']","[{'text': 'protesters', 'score': 0.5309}, {'text': 'call', 'score': 0.306}, {'text': 'bagh', 'score': 0.2879}]",Against ,calls for calling off of shaheen bagh. 
82051,"""Absolutely condemn Sharjeel Imam's comment on Assam. Women in Shaheen Bagh have been protesting for this country in cold weather and this comment is unconditionally against their efforts,” said AIMIM Chief Asaduddin Owaisi.
Read here: https://t.co/nyoU1TGsP6 https://t.co/MgiJ72oEQY",Pro OPP,pro opposition,shaheen bagh,"['protesting', 'assam', 'bagh']","[{'text': 'protesting', 'score': 0.4137}, {'text': 'assam', 'score': 0.4075}, {'text': 'bagh', 'score': 0.2027}]",For ,portrays strength and might of women. 
1703869,"A year ago, OpIndia went on ground at Shaheen Bagh to bring in how the so-called organic protests were very well organised. Read what we found  https://t.co/csbBBBC9XC",Pro Ruling,pro ruling,shaheen bagh,"['protests', 'organic', 'ground']","[{'text': 'protests', 'score': 0.4669}, {'text': 'organic', 'score': 0.3463}, {'text': 'ground', 'score': 0.3438}]",Against ,claims that shaheen bagh is actually an organised protest and not organic in nature. 
461231,"#ExpressOpinion | No matter where you stand on CAA and NRC, there is no way that the grit and perseverance of Shaheen Bagh protesters as also their warmth can go unnoticed by anyone, @sahilmbeg writes. 
 https://t.co/5UZN45Cj7N",Pro OPP,pro opposition,shaheen bagh,"['protesters', 'perseverance', 'bagh']","[{'text': 'protesters', 'score': 0.5305}, {'text': 'perseverance', 'score': 0.2854}, {'text': 'bagh', 'score': 0.2826}]",For ,"commends the ""grit"", ""perseverence"" and ""warmth"" of shaheen bagh. "
712554,"Bhima Koregaon
Shaheen Bagh
Farmers’ Movement
They control the narrative.
They have the machinery.
They know how to crush people’s movements.",Pro OPP,pro opposition,shaheen bagh,"['movement', 'farmers', 'bhima']","[{'text': 'movement', 'score': 0.4586}, {'text': 'farmers', 'score': 0.4544}, {'text': 'bhima', 'score': 0.3283}]",For ,shows how government controls the narrative and technology to crush peoples movement like shaheen bagh. 
896206,"74% respondents found @PMOIndia performance either outstanding or good in @IndiaToday #MoodOfTheNation. 23% say average or poor. NDA (minus Shiv Sena &amp; Akali Dal) at 321 &amp; UPA at 93. #NDA vote share at 43% in survey despite #ShaheenBagh, #farmersrprotest #Pandemic #Recession
#LAC https://t.co/C4ZuGEzL1m",Pro Ruling,pro ruling,shaheen bagh,"['indiatoday', 'performance', 'recession']","[{'text': 'indiatoday', 'score': 0.4717}, {'text': 'performance', 'score': 0.3665}, {'text': 'recession', 'score': 0.323}]",Neutral ,no stance taken on shaheen bagh. 
